mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,features_count
0.0009857654571533204,2.654600040221109e-05,0.0006092071533203125,0.0004977159331559379,0.1,{'alpha': 0.1},0.59375,0.6015625,0.5546875,0.625,0.5703125,0.5890625,0.024506854908372067,1,10
0.001077890396118164,0.00016260210020329493,0.00019927024841308593,0.00039854049682617185,0.15,{'alpha': 0.15},0.59375,0.6015625,0.5546875,0.625,0.5703125,0.5890625,0.024506854908372067,1,10
0.0007982730865478515,0.00039924608528919445,0.0005998611450195312,0.0004897999475151723,0.25,{'alpha': 0.25},0.59375,0.6015625,0.546875,0.625,0.5703125,0.5875,0.026791294061691014,3,10
0.0007974624633789063,0.00039875868794238647,0.0004008769989013672,0.0004909741382391449,0.5,{'alpha': 0.5},0.59375,0.609375,0.546875,0.609375,0.5703125,0.5859375,0.024206145913796356,6,10
0.0008031845092773438,0.0004017795883585275,0.0005904674530029297,0.00048235119324499726,0.75,{'alpha': 0.75},0.59375,0.609375,0.546875,0.609375,0.578125,0.5875,0.023385358667337132,3,10
0.0010605335235595703,0.00040984117409166847,0.0004981517791748047,0.00044505142426319767,0.85,{'alpha': 0.85},0.59375,0.609375,0.546875,0.609375,0.578125,0.5875,0.023385358667337132,3,10
0.0009995460510253905,1.088045853152675e-05,0.0003966808319091797,0.0004859626751927057,1.0,{'alpha': 1.0},0.5625,0.609375,0.546875,0.609375,0.578125,0.58125,0.024999999999999998,7,10
0.001242351531982422,0.00040048455194798395,0.0003996372222900391,0.0004897072205894794,0.1,{'alpha': 0.1},0.5234375,0.5859375,0.5859375,0.5625,0.5546875,0.5625,0.023175620272173948,7,15
0.0005954742431640625,0.0004863998602503226,0.0005984306335449219,0.0004886167135700321,0.15,{'alpha': 0.15},0.5234375,0.59375,0.5859375,0.5625,0.5546875,0.5640625,0.024902152266420667,5,15
0.0009988784790039063,1.1051517701252011e-05,0.0005970478057861328,0.000487491837530479,0.25,{'alpha': 0.25},0.5234375,0.59375,0.5859375,0.5625,0.5546875,0.5640625,0.024902152266420667,5,15
0.0009892940521240234,1.612358414108891e-05,0.0004047870635986328,0.0004957866146800778,0.5,{'alpha': 0.5},0.5234375,0.6015625,0.5859375,0.5625,0.5625,0.5671875,0.02642427269576213,1,15
0.0007955551147460938,0.00039777975806590325,0.0005989551544189453,0.0004890650831779067,0.75,{'alpha': 0.75},0.5234375,0.6015625,0.5859375,0.5625,0.5625,0.5671875,0.02642427269576213,1,15
0.0007934093475341797,0.0003967752050931265,0.00040254592895507815,0.0004930493587220191,0.85,{'alpha': 0.85},0.5234375,0.6015625,0.5859375,0.5625,0.5625,0.5671875,0.02642427269576213,1,15
0.0005860328674316406,0.00038153358759395747,0.0008492469787597656,0.00043459209088037693,1.0,{'alpha': 1.0},0.5234375,0.6015625,0.5859375,0.5625,0.5625,0.5671875,0.02642427269576213,1,15
0.0009950637817382813,6.5216960775867954e-06,0.0005980491638183594,0.0004883322046559801,0.1,{'alpha': 0.1},0.5625,0.5625,0.578125,0.5625,0.5625,0.565625,0.00625,2,25
0.0009963512420654297,8.529922399520072e-07,0.00039825439453125,0.0004877604001382846,0.15,{'alpha': 0.15},0.5625,0.5625,0.578125,0.5625,0.5625,0.565625,0.00625,2,25
0.0008276462554931641,0.00041705955190097404,0.0008031368255615234,0.00040168012189066934,0.25,{'alpha': 0.25},0.5625,0.5625,0.578125,0.5703125,0.5625,0.5671875,0.00625,1,25
0.0009957313537597655,2.271697462705996e-05,0.0005974769592285156,0.0004878573841035497,0.5,{'alpha': 0.5},0.5625,0.5546875,0.5546875,0.5703125,0.5390625,0.55625,0.010364452469860626,4,25
0.000635528564453125,0.0004474810877912865,0.0006037712097167969,0.0004930167076517301,0.75,{'alpha': 0.75},0.5546875,0.5625,0.5546875,0.546875,0.546875,0.553125,0.005846339666834283,5,25
0.0009988784790039063,5.872264607263588e-06,0.0005949497222900391,0.00048579592115356035,0.85,{'alpha': 0.85},0.5625,0.5390625,0.5546875,0.5390625,0.546875,0.5484375,0.009110862335695781,6,25
0.000807952880859375,0.00040455291090230944,0.0006127357482910156,0.0005910395325648647,1.0,{'alpha': 1.0},0.5546875,0.53125,0.5546875,0.546875,0.5546875,0.5484375,0.009110862335695781,6,25
0.0010059356689453125,2.7930774700905574e-05,0.0005877017974853516,0.0004818876780806923,0.1,{'alpha': 0.1},0.625,0.625,0.6328125,0.65625,0.5625,0.6203125,0.031093357409581874,7,50
0.000999307632446289,4.843125887143945e-06,0.0005954265594482422,0.0004861942501757718,0.15,{'alpha': 0.15},0.6328125,0.625,0.6328125,0.65625,0.5703125,0.6234375,0.028555729503901665,6,50
0.0010012149810791015,1.0387610476829608e-05,0.0003981590270996094,0.00048764380927635064,0.25,{'alpha': 0.25},0.6328125,0.6328125,0.6328125,0.671875,0.5625,0.6265625,0.03542432515235823,5,50
0.0009996891021728516,1.6359754074075453e-05,0.0005952835083007813,0.00048666093341425364,0.5,{'alpha': 0.5},0.6328125,0.6328125,0.6328125,0.6796875,0.5703125,0.6296875,0.03479852726768763,4,50
0.0010135650634765625,1.3597302322516394e-05,0.00038776397705078127,0.00047509309822633836,0.75,{'alpha': 0.75},0.6328125,0.625,0.6328125,0.6796875,0.609375,0.6359375,0.023489525591207667,1,50
0.0008193492889404297,0.00040978960914357735,0.0006542205810546875,0.0003604527170206236,0.85,{'alpha': 0.85},0.6328125,0.625,0.625,0.6796875,0.6171875,0.6359375,0.02242609389751144,1,50
0.0009973526000976562,1.3934745022013149e-06,0.00059814453125,0.0004883829957038617,1.0,{'alpha': 1.0},0.640625,0.625,0.625,0.671875,0.609375,0.634375,0.021194781197266466,3,50
0.0011957645416259765,0.00039834976196289067,0.0003986835479736328,0.0004882856365096232,0.1,{'alpha': 0.1},0.625,0.6796875,0.65625,0.59375,0.609375,0.6328125,0.03125,3,100
0.0010057926177978516,1.907801574332373e-05,0.0004761219024658203,0.0006022141826847462,0.15,{'alpha': 0.15},0.6171875,0.6875,0.65625,0.609375,0.609375,0.6359375,0.03109335740958187,2,100
0.0010012149810791015,2.1087095630202636e-05,0.0004015922546386719,0.0004918481467161668,0.25,{'alpha': 0.25},0.6171875,0.6875,0.6328125,0.6015625,0.625,0.6328125,0.029231698334171417,3,100
0.0009962081909179687,3.9855143917020535e-06,0.0006026268005371094,0.0004921079974214643,0.5,{'alpha': 0.5},0.625,0.6875,0.6484375,0.5859375,0.640625,0.6375,0.03299798762803574,1,100
0.0009898662567138672,1.154930703384483e-05,0.0003997802734375,0.0004896321830982617,0.75,{'alpha': 0.75},0.6328125,0.6796875,0.6171875,0.6015625,0.625,0.63125,0.02633171804117612,6,100
0.0007932186126708984,0.00039703516044498863,0.000601959228515625,0.0004917981666212509,0.85,{'alpha': 0.85},0.6328125,0.6796875,0.6171875,0.6015625,0.625,0.63125,0.02633171804117612,6,100
0.0009916305541992187,2.3090639369533548e-05,0.00039458274841308594,0.000483367218935521,1.0,{'alpha': 1.0},0.640625,0.6796875,0.6171875,0.6015625,0.625,0.6328125,0.02660841619676,3,100
0.0013967990875244141,0.0007928218815420396,0.0005952358245849609,0.00048605860981184565,0.1,{'alpha': 0.1},0.703125,0.703125,0.8046875,0.703125,0.6953125,0.721875,0.04151665704870757,3,250
0.0015962600708007812,0.0004901344736995136,0.00019741058349609375,0.0003948211669921875,0.15,{'alpha': 0.15},0.703125,0.7109375,0.8046875,0.703125,0.6875,0.721875,0.04210060495408587,3,250
0.0013948440551757812,0.0004875664862557986,0.0005976200103759765,0.0004886845696215081,0.25,{'alpha': 0.25},0.71875,0.7109375,0.8046875,0.703125,0.6875,0.725,0.04116231210099841,1,250
0.0010003089904785157,6.398507951101442e-06,0.0009930133819580078,7.192184032916239e-06,0.5,{'alpha': 0.5},0.71875,0.7265625,0.8046875,0.6953125,0.671875,0.7234375,0.04490658707249973,2,250
0.001397418975830078,0.0004756190333496914,0.0,0.0,0.75,{'alpha': 0.75},0.734375,0.71875,0.7890625,0.671875,0.671875,0.7171875,0.04375,6,250
0.001251554489135742,0.0004888241327833811,0.0007913112640380859,0.00039646737279590494,0.85,{'alpha': 0.85},0.734375,0.71875,0.7890625,0.671875,0.6796875,0.71875,0.042216425269082175,5,250
0.0009890556335449218,2.7996311168453815e-05,0.0004005908966064453,0.0004906295766971001,1.0,{'alpha': 1.0},0.734375,0.7109375,0.7890625,0.65625,0.6796875,0.7140625,0.045981059279881754,7,250
0.0025914669036865234,0.00048081592000122835,0.0005926609039306641,0.00048395218727175404,0.1,{'alpha': 0.1},0.7421875,0.75,0.78125,0.7421875,0.703125,0.74375,0.024902152266420667,7,500
0.002199125289916992,0.0003930998044881649,0.0006054878234863281,0.0004944421639574747,0.15,{'alpha': 0.15},0.75,0.7578125,0.7890625,0.7421875,0.703125,0.7484375,0.02768757054167086,5,500
0.0023012161254882812,0.00043161251935714475,0.0007166862487792969,0.0003888175041065399,0.25,{'alpha': 0.25},0.7578125,0.7578125,0.7734375,0.75,0.703125,0.7484375,0.02390165396996618,5,500
0.002087688446044922,0.00017593821797621555,0.0009963035583496094,1.4487847830118359e-05,0.5,{'alpha': 0.5},0.7734375,0.7578125,0.78125,0.7421875,0.7109375,0.753125,0.024999999999999998,4,500
0.0025928497314453127,0.0004865209366566941,0.00019774436950683593,0.00039548873901367186,0.75,{'alpha': 0.75},0.796875,0.765625,0.78125,0.7421875,0.7109375,0.759375,0.03021731188408393,3,500
0.0021926403045654298,0.000398564463476942,0.0005980491638183594,0.0004883051052450183,0.85,{'alpha': 0.85},0.8125,0.7734375,0.7890625,0.7265625,0.7109375,0.7625,0.03814548629916782,1,500
0.0019921779632568358,2.484133964086744e-06,0.0009964942932128907,3.2340669551493016e-07,1.0,{'alpha': 1.0},0.8125,0.7734375,0.7890625,0.71875,0.7109375,0.7609375,0.03971332820980886,2,500
0.004245948791503906,0.0003666396351281948,0.0011376380920410157,0.0002790756674930521,0.1,{'alpha': 0.1},0.8125,0.78125,0.796875,0.7421875,0.7890625,0.784375,0.023489525591207667,7,1000
0.0044861316680908205,0.0004833461071327172,0.0007983207702636719,0.0003992204338433377,0.15,{'alpha': 0.15},0.8046875,0.7890625,0.796875,0.75,0.796875,0.7875,0.019390115071860715,5,1000
0.004023170471191407,7.920214958881335e-05,0.0005972862243652343,0.00048780982908521586,0.25,{'alpha': 0.25},0.8125,0.796875,0.7734375,0.7578125,0.796875,0.7875,0.019390115071860715,5,1000
0.004343700408935547,0.0003495647122848564,0.0006043434143066407,0.000493648057967303,0.5,{'alpha': 0.5},0.8046875,0.8046875,0.7734375,0.765625,0.828125,0.7953125,0.022857404434887176,1,1000
0.004385519027709961,0.0004836460688128407,0.0007971763610839844,0.00039861968226647873,0.75,{'alpha': 0.75},0.8046875,0.8203125,0.765625,0.7421875,0.828125,0.7921875,0.03299798762803574,2,1000
0.005059242248535156,0.001098346890307663,0.0012248992919921876,0.0003845880607840851,0.85,{'alpha': 0.85},0.8046875,0.8203125,0.7578125,0.7421875,0.828125,0.790625,0.034375,3,1000
0.004787731170654297,0.0011600750656427007,0.0007894039154052734,0.0003949772312102694,1.0,{'alpha': 1.0},0.8046875,0.8203125,0.75,0.765625,0.8125,0.790625,0.02768757054167086,3,1000
0.012468433380126953,0.00040210534494212986,0.0009975910186767578,9.81867803667736e-07,0.1,{'alpha': 0.1},0.828125,0.7734375,0.8125,0.78125,0.8203125,0.803125,0.021763106683100185,7,2000
0.013018608093261719,0.0005970833913786578,0.0010029792785644532,5.351209273175611e-06,0.15,{'alpha': 0.15},0.859375,0.7734375,0.828125,0.78125,0.8359375,0.815625,0.03299798762803574,6,2000
0.012496852874755859,0.00039506022154550235,0.0014184951782226563,0.0004719188384605994,0.25,{'alpha': 0.25},0.8671875,0.78125,0.828125,0.78125,0.8359375,0.81875,0.033292618363535184,3,2000
0.012751531600952149,0.00039652355452060275,0.0010000228881835937,5.6108964615175275e-06,0.5,{'alpha': 0.5},0.8515625,0.78125,0.8359375,0.7734375,0.84375,0.8171875,0.03299798762803574,4,2000
0.013309097290039063,0.0004950863975840889,0.0010007381439208984,6.5668631236354694e-06,0.75,{'alpha': 0.75},0.84375,0.796875,0.8359375,0.78125,0.859375,0.8234375,0.029481191037676886,1,2000
0.01335906982421875,0.0004984839094348686,0.0012102603912353515,0.00041666412875641527,0.85,{'alpha': 0.85},0.84375,0.796875,0.8359375,0.7734375,0.8671875,0.8234375,0.03372973928894203,1,2000
0.013292264938354493,0.0021013904400034285,0.0012331485748291015,0.000399271911623031,1.0,{'alpha': 1.0},0.84375,0.7890625,0.8203125,0.765625,0.8671875,0.8171875,0.03651037951733725,4,2000
0.023622989654541016,0.0010791958662103248,0.0012060642242431641,0.0003935685651356581,0.1,{'alpha': 0.1},0.8515625,0.828125,0.7890625,0.75,0.828125,0.809375,0.03583545294118661,7,3000
0.025498008728027342,0.00362822115085311,0.0013947010040283204,0.0004926631443937389,0.15,{'alpha': 0.15},0.8671875,0.8359375,0.8046875,0.7578125,0.8671875,0.8265625,0.0414578098794425,6,3000
0.02491593360900879,0.002602850939619551,0.001589059829711914,0.00048129874552143307,0.25,{'alpha': 0.25},0.8671875,0.8359375,0.8203125,0.765625,0.8828125,0.834375,0.040864677595693816,2,3000
0.029067373275756835,0.008739668474157442,0.0017774105072021484,0.0008510768411665232,0.5,{'alpha': 0.5},0.8515625,0.8125,0.8203125,0.78125,0.890625,0.83125,0.037173053916782245,5,3000
0.023555231094360352,0.0007362254295098865,0.0018015384674072265,0.0003935479918761823,0.75,{'alpha': 0.75},0.8671875,0.8046875,0.8203125,0.7890625,0.8828125,0.8328125,0.03617449032121945,3,3000
0.02369999885559082,0.00047847549794962914,0.0018024444580078125,0.00041839136225258015,0.85,{'alpha': 0.85},0.8671875,0.8046875,0.828125,0.796875,0.8671875,0.8328125,0.029892385108920297,3,3000
0.023842048645019532,0.000495046780179715,0.00161285400390625,0.0004886556471492247,1.0,{'alpha': 1.0},0.875,0.8046875,0.828125,0.8125,0.8671875,0.8375,0.028555729503901665,1,3000
0.01565208435058594,0.0031733020546502425,0.0026998043060302733,0.0010670162767645285,0.1,{'alpha': 0.1},0.8203125,0.8046875,0.7890625,0.765625,0.8359375,0.803125,0.024407030237208294,7,3251
0.014553403854370118,0.00393510982317697,0.002208900451660156,0.0007670821934073197,0.15,{'alpha': 0.15},0.828125,0.8203125,0.7890625,0.765625,0.84375,0.809375,0.028211672008230916,6,3251
0.014675188064575195,0.003848813763199602,0.002487325668334961,0.0004598298876608816,0.25,{'alpha': 0.25},0.8515625,0.8203125,0.8125,0.7578125,0.8671875,0.821875,0.03775951866748304,5,3251
0.010813760757446288,0.00045740320497098517,0.0015623092651367188,0.000492642098652486,0.5,{'alpha': 0.5},0.84375,0.796875,0.8203125,0.8046875,0.8671875,0.8265625,0.0258639771206982,4,3251
0.010778999328613282,0.0004067651154062798,0.0015979290008544921,0.0004917792337909408,0.75,{'alpha': 0.75},0.84375,0.8046875,0.828125,0.796875,0.8828125,0.83125,0.03069825422560703,1,3251
0.01078948974609375,0.00041545600341216804,0.0019092559814453125,0.000161131735548842,0.85,{'alpha': 0.85},0.84375,0.8046875,0.8125,0.796875,0.8828125,0.828125,0.03163821364268216,2,3251
0.010865020751953124,0.0004955546632793967,0.0013927459716796876,0.0004973155442077474,1.0,{'alpha': 1.0},0.84375,0.8046875,0.8125,0.8046875,0.875,0.828125,0.027510651346342202,2,3251
0.0013952255249023438,0.0004882272535881495,0.00039873123168945315,0.0004883440543553797,0.1,{'alpha': 0.1},0.515625,0.5078125,0.515625,0.515625,0.515625,0.5140625,0.003125,1,10
0.0010741233825683593,0.00010015650943841153,0.00039882659912109374,0.0004884608551226126,0.15,{'alpha': 0.15},0.515625,0.5078125,0.515625,0.515625,0.5078125,0.5125,0.0038273277230987156,2,10
0.0007978439331054688,0.00039892353396799723,0.0005956649780273438,0.00048636713677732306,0.25,{'alpha': 0.25},0.515625,0.5078125,0.515625,0.515625,0.5,0.5109375,0.00625,3,10
0.0007989406585693359,0.00039948243501625977,0.0005428314208984375,0.00045453115905325845,0.5,{'alpha': 0.5},0.515625,0.5078125,0.515625,0.5078125,0.5,0.509375,0.005846339666834283,4,10
0.0011959552764892578,0.00039813545294316966,0.0007968902587890625,0.00039844535765543195,0.75,{'alpha': 0.75},0.515625,0.5078125,0.515625,0.5078125,0.5,0.509375,0.005846339666834283,4,10
0.0017048835754394532,0.00037080334631021917,0.0010101795196533203,0.0006090129575323395,0.85,{'alpha': 0.85},0.515625,0.5078125,0.515625,0.5078125,0.5,0.509375,0.005846339666834283,4,10
0.0014843463897705079,0.0004464788387094236,0.0007966041564941406,0.0003983034911165464,1.0,{'alpha': 1.0},0.515625,0.5078125,0.515625,0.5078125,0.5,0.509375,0.005846339666834283,4,10
0.0012281417846679687,0.00039525004143094704,0.0005977153778076172,0.00048804556850975907,0.1,{'alpha': 0.1},0.546875,0.4921875,0.546875,0.515625,0.5078125,0.521875,0.021763106683100185,1,15
0.000847625732421875,0.0002988876547243845,0.0006201267242431641,0.0005078656897032299,0.15,{'alpha': 0.15},0.546875,0.4921875,0.546875,0.515625,0.5078125,0.521875,0.021763106683100185,1,15
0.0009947776794433593,4.330038484476659e-06,0.0005993843078613281,0.0004894109413033137,0.25,{'alpha': 0.25},0.546875,0.4921875,0.546875,0.515625,0.5078125,0.521875,0.021763106683100185,1,15
0.0009923934936523437,1.522044490026791e-05,0.0004014492034912109,0.0004916916339560592,0.5,{'alpha': 0.5},0.546875,0.4921875,0.546875,0.515625,0.5078125,0.521875,0.021763106683100185,1,15
0.0005906105041503906,0.0004822673216419256,0.0008018970489501953,0.0004010255384579905,0.75,{'alpha': 0.75},0.546875,0.4921875,0.546875,0.515625,0.5078125,0.521875,0.021763106683100185,1,15
0.0009992599487304687,5.483419994913121e-06,0.0005951404571533203,0.0004859533174425641,0.85,{'alpha': 0.85},0.546875,0.4921875,0.546875,0.515625,0.5078125,0.521875,0.021763106683100185,1,15
0.0009965896606445312,4.264961199760036e-07,0.00039882659912109374,0.0004884612042400369,1.0,{'alpha': 1.0},0.546875,0.4921875,0.546875,0.515625,0.5078125,0.521875,0.021763106683100185,1,15
0.0010065078735351563,3.003112699681053e-05,0.0005872249603271484,0.0004796720160141697,0.1,{'alpha': 0.1},0.59375,0.5390625,0.578125,0.5625,0.546875,0.5640625,0.020009763241977653,1,25
0.0008303642272949219,0.00041802112166320385,0.0006030559539794922,0.0004936780466406279,0.15,{'alpha': 0.15},0.59375,0.5390625,0.578125,0.5625,0.546875,0.5640625,0.020009763241977653,1,25
0.0010002613067626952,7.398816533724333e-06,0.0003945350646972656,0.0004832503444976311,0.25,{'alpha': 0.25},0.59375,0.5390625,0.5703125,0.5625,0.546875,0.5625,0.019136638615493577,4,25
0.0010424613952636718,8.780171322753818e-05,0.0005972385406494141,0.0004876894782836402,0.5,{'alpha': 0.5},0.59375,0.5390625,0.5703125,0.5625,0.546875,0.5625,0.019136638615493577,4,25
0.00080108642578125,0.000401107838577669,0.0005989551544189453,0.0004890576909741158,0.75,{'alpha': 0.75},0.59375,0.5390625,0.5703125,0.5625,0.546875,0.5625,0.019136638615493577,4,25
0.0010005474090576173,9.870183634583868e-06,0.0005940437316894531,0.0004851683607745006,0.85,{'alpha': 0.85},0.59375,0.5390625,0.5703125,0.5625,0.546875,0.5625,0.019136638615493577,4,25
0.0007953643798828125,0.0003980647049612771,0.00038843154907226564,0.00047588246618708656,1.0,{'alpha': 1.0},0.59375,0.5390625,0.5703125,0.5703125,0.546875,0.5640625,0.019390115071860715,1,25
0.0007982730865478515,0.00039918089982417465,0.0005972385406494141,0.00048766637622183135,0.1,{'alpha': 0.1},0.5234375,0.5625,0.5078125,0.5390625,0.4921875,0.525,0.024407030237208294,7,50
0.0010090351104736328,1.5985356780820437e-05,0.0007829666137695312,0.0003917218560644061,0.15,{'alpha': 0.15},0.5234375,0.5703125,0.5078125,0.5390625,0.4921875,0.5265625,0.026882266459508208,6,50
0.0009976863861083985,7.120058614704167e-06,0.0005986213684082032,0.0004887750064433505,0.25,{'alpha': 0.25},0.53125,0.5703125,0.5078125,0.5390625,0.4921875,0.528125,0.026882266459508208,5,50
0.0009024143218994141,0.00018173270671857175,0.00040411949157714844,0.000495030144150085,0.5,{'alpha': 0.5},0.53125,0.5703125,0.515625,0.5390625,0.4921875,0.5296875,0.0258639771206982,1,50
0.000985431671142578,1.3460328359300342e-05,0.0006085872650146484,0.0004970561058255798,0.75,{'alpha': 0.75},0.53125,0.5703125,0.515625,0.5390625,0.4921875,0.5296875,0.0258639771206982,1,50
0.0010003089904785157,1.661597903055065e-05,0.00026383399963378904,0.00039044711180825784,0.85,{'alpha': 0.85},0.53125,0.5703125,0.515625,0.5390625,0.4921875,0.5296875,0.0258639771206982,1,50
0.0010033130645751953,1.3639043178578396e-05,0.0004014492034912109,0.0004917207200339946,1.0,{'alpha': 1.0},0.53125,0.5703125,0.515625,0.5390625,0.4921875,0.5296875,0.0258639771206982,1,50
0.0011922359466552735,0.0003889133264565544,0.00047702789306640624,0.00045198607707049563,0.1,{'alpha': 0.1},0.5546875,0.4921875,0.53125,0.5234375,0.578125,0.5359375,0.029064180058966053,6,100
0.000997304916381836,1.7649417422601459e-06,0.0007966995239257812,0.0003984070935955937,0.15,{'alpha': 0.15},0.5546875,0.4921875,0.53125,0.5234375,0.578125,0.5359375,0.029064180058966053,6,100
0.0009952068328857421,7.013559791246441e-06,0.00020127296447753907,0.0004025459289550782,0.25,{'alpha': 0.25},0.5546875,0.4921875,0.53125,0.5390625,0.578125,0.5390625,0.028384222069663984,5,100
0.0011999130249023438,0.00040114744342430484,0.0005917072296142579,0.00048339239383722143,0.5,{'alpha': 0.5},0.5546875,0.5078125,0.5390625,0.5390625,0.5859375,0.5453125,0.02538762001448738,1,100
0.0009925365447998047,4.325835582749072e-06,0.000602102279663086,0.0004916221070961385,0.75,{'alpha': 0.75},0.546875,0.5078125,0.546875,0.5390625,0.5859375,0.5453125,0.02490215226642067,1,100
0.0009975910186767578,8.679746172634342e-06,0.000597381591796875,0.0004878391978743886,0.85,{'alpha': 0.85},0.546875,0.5078125,0.546875,0.5390625,0.5859375,0.5453125,0.02490215226642067,1,100
0.0010097503662109375,1.043979394370209e-05,0.0007717609405517578,0.0003895008068367778,1.0,{'alpha': 1.0},0.546875,0.5078125,0.546875,0.5390625,0.5859375,0.5453125,0.02490215226642067,1,100
0.0011996746063232422,0.00039325932709266466,0.0009939193725585938,8.611367516780114e-06,0.1,{'alpha': 0.1},0.59375,0.6328125,0.5859375,0.5390625,0.65625,0.6015625,0.04044430970482745,7,250
0.0012866020202636718,0.0004000922514102982,0.0006028175354003906,0.0004922741190368865,0.15,{'alpha': 0.15},0.59375,0.6328125,0.6015625,0.5390625,0.6640625,0.60625,0.04180965050081141,6,250
0.0009911537170410156,2.445779549148027e-05,0.0010022163391113282,1.4300027578526734e-05,0.25,{'alpha': 0.25},0.6015625,0.6328125,0.6015625,0.5390625,0.671875,0.609375,0.04363825013677794,5,250
0.0009881973266601563,1.514916979810682e-05,0.0010067939758300782,1.461908384599088e-05,0.5,{'alpha': 0.5},0.6015625,0.6328125,0.6015625,0.5546875,0.6796875,0.6140625,0.04122158111960287,1,250
0.0014512062072753907,0.0004654141816055002,0.00021166801452636718,0.00042333602905273435,0.75,{'alpha': 0.75},0.609375,0.625,0.6015625,0.546875,0.6796875,0.6125,0.04267656338671145,4,250
0.00099639892578125,5.612517171101161e-06,0.0009969234466552734,9.445228176010706e-06,0.85,{'alpha': 0.85},0.609375,0.625,0.6015625,0.5546875,0.6796875,0.6140625,0.04032339968926231,1,250
0.0013051509857177734,0.00040274817526840117,0.00019931793212890625,0.0003986358642578125,1.0,{'alpha': 1.0},0.609375,0.625,0.6015625,0.5546875,0.6796875,0.6140625,0.04032339968926231,1,250
0.002401590347290039,0.0005002949240481622,0.0005970478057861328,0.00048749179088894185,0.1,{'alpha': 0.1},0.6640625,0.59375,0.59375,0.703125,0.640625,0.6390625,0.04204257514710534,2,500
0.0023905754089355467,0.00049373816588764,0.0006010055541992188,0.000490727003700122,0.15,{'alpha': 0.15},0.65625,0.5859375,0.5859375,0.703125,0.640625,0.634375,0.04457919568027221,7,500
0.0022001266479492188,0.00039453628646812637,0.0007889270782470703,0.0003947820621050906,0.25,{'alpha': 0.25},0.671875,0.578125,0.59375,0.6953125,0.640625,0.6359375,0.04463392767839281,6,500
0.0021901607513427736,0.0004002926360573541,0.0007997989654541015,0.0003999248511204638,0.5,{'alpha': 0.5},0.6796875,0.5859375,0.5859375,0.7109375,0.640625,0.640625,0.04990224819584785,1,500
0.0021895885467529295,0.0003974422524599961,0.0006011962890625,0.0004909752728505588,0.75,{'alpha': 0.75},0.6796875,0.578125,0.578125,0.7109375,0.640625,0.6375,0.0533542846217621,3,500
0.0022984981536865235,0.00040801363817330563,0.0007962226867675781,0.0003982538864070384,0.85,{'alpha': 0.85},0.6796875,0.578125,0.578125,0.7109375,0.640625,0.6375,0.0533542846217621,3,500
0.0025890350341796877,0.0004912039199583432,0.0003991127014160156,0.0004888113271977794,1.0,{'alpha': 1.0},0.671875,0.5859375,0.578125,0.7109375,0.640625,0.6375,0.05053425508998822,3,500
0.004387903213500977,0.00048377531216696175,0.0007914543151855469,0.00039588141442716473,0.1,{'alpha': 0.1},0.7578125,0.6796875,0.6484375,0.6484375,0.7109375,0.6890625,0.0414578098794425,7,1000
0.003997135162353516,3.026297279291663e-05,0.0009232044219970703,0.0005203058289713828,0.15,{'alpha': 0.15},0.7734375,0.6953125,0.640625,0.6640625,0.734375,0.7015625,0.04775220871855039,6,1000
